response_id,collection_date,urban_rural,education,income,Vote_Now,Past_Vote,CM_satisfaction,MLA_satisfaction,age,gender,assembly_no,category,weight
4437,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",INC,INC,Fully Dissatisfied,Fully Satisfied,24,Male,12,EBC,0.282807546
4438,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",LJP,BJP,Can’t say,Somewhat Dissatisfied,20,Male,16,SC,5.954754814
4439,5-24-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,40,Male,130,EBC,1.427320774
4440,5-24-2017,Rural,12th Pass,"₹ 50,000 - ₹ 80,000",BJP,LJP,Fully Dissatisfied,Fully Dissatisfied,46,Male,124,BC,4.407056014
4441,5-24-2017,Urban,Graduate,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Fully Satisfied,Fully Satisfied,24,Male,19,SC,1.313657976
4442,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,36,Male,97,Gen,0.272810048
4443,5-24-2017,Rural,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,23,Male,6,BC,0.445995238
4444,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,26,Male,29,Gen,1.409487623
4445,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,30,Male,123,EBC,1.094240907
4446,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",NOTA,Others,Somewhat Dissatisfied,Fully Dissatisfied,35,Male,3,EBC,4.960009305
4447,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,30,Male,19,EBC,1.041979963
4448,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,RJD,Fully Satisfied,Fully Dissatisfied,33,Male,93,BC,0.509567702
4449,5-24-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,18,Male,19,BC,0.204097799
4450,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Somewhat Satisfied,Fully Dissatisfied,28,Male,128,BC,0.509567702
4451,5-24-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,30,Male,14,EBC,5.605628355
4452,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Fully Satisfied,Somewhat Satisfied,26,Male,19,BC,0.814224002
4453,5-24-2017,Urban,10th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,19,Male,8,Gen,0.178431001
4454,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",JD(U),BJP,Fully Satisfied,Fully Dissatisfied,28,Male,126,EBC,1.041979963
4455,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",BJP,Others,Somewhat Satisfied,Fully Dissatisfied,30,Male,10,Gen,0.113681347
4456,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,INC,Fully Dissatisfied,Fully Satisfied,30,Male,93,Gen,0.585592933
4457,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,32,Male,17,BC,2.425632577
4458,5-24-2017,Rural,Professional Education,"₹ 30,000 - ₹ 50,000",RJD,RJD,Somewhat Satisfied,Fully Dissatisfied,42,Male,95,Gen,2.741549295
4459,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Satisfied,Somewhat Satisfied,22,Male,8,BC,0.204097799
4460,5-24-2017,Urban,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,27,Male,94,Gen,0.276942289
4461,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",LJP,LJP,Fully Dissatisfied,Somewhat Satisfied,49,Male,14,Gen,2.046101707
4462,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,34,Male,124,BC,0.802156196
4463,5-25-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,36,Male,125,BC,1.281742986
4464,5-25-2017,Urban,Graduate,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Fully Satisfied,Somewhat Dissatisfied,28,Male,123,Gen,0.276942289
4465,5-25-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,30,Male,94,Gen,0.352945042
4466,5-25-2017,Urban,Professional Education,"₹ 20,000 - ₹ 30,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,24,Male,94,Gen,1.425438537
4467,5-25-2017,Urban,Post - Graduation,"₹ 50,000 - ₹ 80,000",NOTA,BJP,Somewhat Satisfied,Fully Dissatisfied,40,Male,28,Gen,0.113681347
4468,5-25-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",Plurals,BJP,Fully Dissatisfied,Somewhat Satisfied,30,Male,91,EBC,6.794299864
4469,5-25-2017,Rural,10th Pass,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,37,Male,18,BC,0.316779659
4470,5-25-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,23,Male,5,Gen,0.227398774
4471,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RLSP,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,97,Gen,0.073243695
4472,5-25-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,RJD,Somewhat Satisfied,Fully Dissatisfied,30,Male,28,SC,7.233451732
4473,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,Did not vote,Somewhat Satisfied,Fully Dissatisfied,22,Male,23,Gen,1.425438537
4474,5-25-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,BJP,Fully Dissatisfied,Fully Satisfied,27,Male,14,Gen,0.352945042
4475,5-25-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,25,Male,123,Gen,0.328309105
4476,5-25-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,52,Male,94,Gen,0.983167756
4477,5-25-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",JAP(L),Others,Somewhat Satisfied,Fully Dissatisfied,45,Male,95,Gen,0.659036308
4478,5-25-2017,Rural,Professional Education,"₹ 80,000 - ₹ 1,50,000",RJD,RJD,Somewhat Dissatisfied,Fully Satisfied,30,Male,96,EBC,1.640274061
4479,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Fully Dissatisfied,Somewhat Dissatisfied,21,Male,17,BC,0.138303611
4480,5-25-2017,Rural,Professional Education,"₹ 50,000 - ₹ 80,000",JD(U),JD(U),Can’t say,Somewhat Dissatisfied,32,Male,15,Gen,0.769473047
4481,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,Did not vote,Somewhat Satisfied,Fully Dissatisfied,20,Male,10,Gen,0.377291362
4482,5-25-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",BJP,Did not vote,Fully Dissatisfied,Fully Dissatisfied,24,Male,7,Gen,0.227398774
4483,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,HAM,Somewhat Satisfied,Fully Dissatisfied,35,Male,95,Gen,0.846989911
4484,5-25-2017,Rural,10th Pass,"₹ 10,000 - ₹ 20,000",Others,Did not vote,Fully Dissatisfied,Somewhat Dissatisfied,30,Male,89,Gen,1.680080955
4485,5-25-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",JD(U),JD(U),Somewhat Satisfied,Can’t say,23,Male,125,BC,0.204097799
4486,5-25-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,26,Male,129,BC,0.439736118
4487,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",JD(U),BJP,Fully Satisfied,Fully Dissatisfied,34,Male,97,BC,0.814224002
4488,5-25-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,29,Male,11,Gen,5.605628355
4489,5-25-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,22,Male,20,BC,0.516820791
4490,5-25-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Satisfied,19,Male,8,EBC,1.447636986
4491,5-25-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,52,Male,93,BC,2.549249074
4492,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",VIP,RLSP,Fully Satisfied,Fully Dissatisfied,47,Male,12,EBC,8.258391322
4493,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Others,JD(U),Somewhat Satisfied,Fully Dissatisfied,30,Male,25,SC,2.907133968
4494,5-25-2017,Urban,Graduate,"₹ 1,50,000 & above",RJD,BJP,Somewhat Satisfied,Fully Dissatisfied,23,Male,94,BC,0.524595952
4495,5-25-2017,Urban,Graduate,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Fully Satisfied,42,Male,123,BC,0.543063841
4496,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",JAP(L),JD(U),Somewhat Dissatisfied,Somewhat Satisfied,34,Male,92,Gen,0.113681347
4497,5-25-2017,Rural,Professional Education,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,33,Male,27,Gen,0.352945042
4498,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,28,Male,22,BC,0.316779659
4499,5-25-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Somewhat Dissatisfied,Fully Dissatisfied,30,Male,95,Gen,0.113681347
4500,5-25-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,23,Male,127,BC,0.516820791
4501,5-25-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,23,Male,4,EBC,0.671336719
4502,5-25-2017,Rural,Illiterate,"₹ 5,000 - ₹ 10,000",RJD,RJD,Somewhat Satisfied,Fully Dissatisfied,30,Male,89,BC,0.509567702
4503,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Somewhat Dissatisfied,Fully Dissatisfied,24,Male,22,SC,3.546737427
4504,5-25-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,24,Male,94,Gen,0.073243695
4505,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,Did not vote,Can’t say,Can’t say,22,Male,88,Gen,1.425438537
4506,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JD(U),RJD,Fully Dissatisfied,Can’t say,20,Male,16,Gen,0.154873386
4507,5-25-2017,Urban,Professional Education,"₹ 30,000 - ₹ 50,000",BJP,BJP,Can’t say,Fully Dissatisfied,28,Male,11,BC,0.316779659
4508,5-25-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",Others,JAP(L),Fully Satisfied,Fully Dissatisfied,23,Male,30,EBC,3.195681772
4509,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,Others,Somewhat Dissatisfied,Fully Dissatisfied,29,Male,95,Gen,0.113681347
4510,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,30,Male,89,Gen,0.113681347
4511,5-25-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,23,Male,124,Gen,0.073243695
4512,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,44,Male,28,Gen,0.659036308
4513,5-25-2017,Urban,Graduate,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,24,Male,1,BC,0.328309105
4514,5-25-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,19,Male,27,BC,0.516820791
4515,5-25-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",Plurals,Did not vote,Fully Dissatisfied,Fully Dissatisfied,26,Male,94,BC,0.316779659
4516,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,27,Male,127,BC,1.647092391
4517,5-25-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Fully Satisfied,Fully Dissatisfied,64,Male,94,Gen,0.983167756
4518,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,Others,Fully Dissatisfied,Somewhat Dissatisfied,23,Male,95,Gen,0.227398774
4519,5-25-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",Undecided,BJP,Somewhat Satisfied,Fully Dissatisfied,25,Male,89,Gen,0.073243695
4520,5-25-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",Undecided,Did not vote,Fully Dissatisfied,Somewhat Satisfied,20,Male,13,BC,1.517876936
4521,5-25-2017,Rural,Professional Education,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,25,Male,95,Gen,0.073243695
4522,5-25-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,37,Male,29,BC,0.498671256
4523,5-25-2017,Urban,Graduate,"₹ 50,000 - ₹ 80,000",NOTA,Did not vote,Can’t say,Can’t say,23,Male,26,BC,0.127619882
4524,5-25-2017,Rural,10th Pass,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Dissatisfied,Fully Satisfied,28,Male,97,Gen,0.153140325
4525,5-25-2017,Urban,Professional Education,"₹ 80,000 - ₹ 1,50,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,27,Male,91,Gen,0.113681347
4526,5-25-2017,Rural,Professional Education,"₹ 30,000 - ₹ 50,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,37,Male,125,BC,1.281742986
4527,5-25-2017,Urban,Graduate,"BPL/Below ₹ 5,000",Undecided,BJP,Fully Dissatisfied,Somewhat Satisfied,22,Male,94,Gen,0.098666699
4528,5-25-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,22,Male,6,Gen,0.227398774
4529,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,20,Gen,0.098666699
4530,5-25-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,45,Male,8,EBC,6.040591955
4531,5-25-2017,Rural,Professional Education,"₹ 30,000 - ₹ 50,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,20,Male,94,Gen,0.073243695
4532,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,32,Male,93,Gen,0.276942289
4533,5-25-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,27,Male,128,EBC,0.817159031
4534,5-25-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",JD(U),INC,Fully Satisfied,Fully Satisfied,50,Male,3,Gen,2.73169219
4535,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Plurals,Did not vote,Fully Dissatisfied,Fully Dissatisfied,22,Male,97,SC,3.15248812
4536,5-25-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Dissatisfied,35,Male,94,Gen,0.113681347
4537,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,20,Male,13,Gen,0.073243695
4538,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,RLSP,Somewhat Satisfied,Fully Dissatisfied,50,Male,29,Gen,0.659036308
4539,5-25-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,35,Male,92,BC,0.439736118
4540,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Fully Satisfied,37,Male,97,Gen,0.664600142
4541,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,23,Male,23,BC,0.204097799
4542,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,19,Male,9,BC,0.431563663
4543,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,30,Male,125,BC,1.953957225
4544,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,30,Male,129,Gen,0.276942289
4545,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,NOTA,Fully Dissatisfied,Fully Dissatisfied,28,Male,19,BC,1.409487623
4546,5-25-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,89,EBC,1.041979963
4547,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",NOTA,JD(U),Somewhat Satisfied,Fully Dissatisfied,32,Male,12,Gen,0.352945042
4548,5-25-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,29,Gen,0.098666699
4549,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,25,Male,25,BC,0.445995238
4550,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,26,Gen,0.303593636
4551,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Somewhat Satisfied,Fully Dissatisfied,25,Male,98,EBC,1.061204286
4552,5-25-2017,Rural,Professional Education,"₹ 30,000 - ₹ 50,000",INC,INC,Fully Dissatisfied,Fully Dissatisfied,47,Male,30,Gen,0.676332101
4553,5-25-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",Undecided,JD(U),Fully Dissatisfied,Fully Dissatisfied,30,Male,16,Gen,0.113681347
4554,5-25-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,43,Male,20,Gen,9.548564662
4555,5-25-2017,Rural,Professional Education,"₹ 1,50,000 & above",BJP,BJP,Fully Dissatisfied,Somewhat Dissatisfied,21,Male,28,Gen,0.178431001
4556,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,52,Male,13,Gen,0.659036308
4557,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,8,BC,0.039462205
4558,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Somewhat Satisfied,Fully Satisfied,23,Male,13,EBC,1.425438537
4559,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,21,Male,97,Gen,0.073243695
4560,5-25-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,91,Gen,0.178431001
4561,5-25-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,25,Male,4,EBC,1.591339883
4562,5-25-2017,Urban,12th Pass,"₹ 50,000 - ₹ 80,000",RJD,Did not vote,Fully Dissatisfied,Somewhat Dissatisfied,20,Male,90,Gen,1.061204286
4563,5-25-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",RJD,INC,Can’t say,Fully Dissatisfied,19,Male,7,EBC,0.283983127
4564,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",LJP,BJP,Somewhat Satisfied,Fully Dissatisfied,25,Male,130,BC,0.283317351
4565,5-25-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,33,Male,94,Gen,0.352945042
4566,5-25-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,57,Male,11,BC,2.954078457
4567,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,30,Male,11,Gen,0.352945042
4568,5-25-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,25,Male,16,Gen,0.073243695
4569,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RLSP,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,94,BC,0.283317351
4570,5-25-2017,Urban,Professional Education,"₹ 20,000 - ₹ 30,000",BJP,NOTA,Fully Dissatisfied,Can’t say,43,Male,14,Gen,2.046101707
4571,5-25-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",JAP(L),Did not vote,Somewhat Satisfied,Fully Dissatisfied,25,Male,88,EBC,2.555093253
4572,5-25-2017,Urban,Post - Graduation,"₹ 20,000 - ₹ 30,000",Undecided,BJP,Fully Dissatisfied,Fully Dissatisfied,53,Others,11,Gen,0.659036308
4573,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,26,Male,124,BC,0.802156196
4574,5-25-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,Others,Fully Dissatisfied,Fully Dissatisfied,19,Male,126,Gen,0.178431001
4575,5-25-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Satisfied,Fully Satisfied,50,Male,93,Gen,0.659036308
4576,5-25-2017,Rural,10th Pass,"₹ 10,000 - ₹ 20,000",BSP,BSP,Fully Dissatisfied,Fully Dissatisfied,25,Male,9,SC,7.984461145
4577,5-25-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,23,Male,1,EBC,0.705007896
4578,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,RJD,Somewhat Satisfied,Somewhat Dissatisfied,22,Male,125,Gen,0.516820791
4579,5-25-2017,Rural,Post - Graduation,"₹ 50,000 - ₹ 80,000",RJD,HAM,Fully Dissatisfied,Fully Dissatisfied,38,Male,125,BC,1.721672133
4580,5-25-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,28,Male,89,Gen,0.352945042
4581,5-25-2017,Urban,12th Pass,"₹ 80,000 - ₹ 1,50,000",RJD,Did not vote,Fully Dissatisfied,Somewhat Satisfied,19,Male,19,Gen,0.073243695
4582,5-25-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,8,Gen,0.109266877
4583,5-25-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Can’t say,Somewhat Satisfied,50,Male,7,Gen,1.605496674
4584,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Undecided,JD(U),Somewhat Satisfied,Fully Dissatisfied,22,Male,7,SC,4.380199809
4585,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,27,Male,12,Gen,0.276942289
4586,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",JAP(L),BJP,Can’t say,Somewhat Satisfied,24,Male,16,Gen,0.073243695
4587,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",JD(U),JD(U),Somewhat Satisfied,Somewhat Satisfied,29,Male,125,BC,0.814224002
4588,5-25-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,24,Male,3,Gen,0.283983127
4589,5-25-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BJP,JD(U),Somewhat Satisfied,Somewhat Satisfied,27,Male,88,EBC,1.041979963
4590,5-25-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Left Front,Left Front,Somewhat Satisfied,Fully Dissatisfied,40,Male,7,EBC,4.980627193
4591,5-25-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,27,Male,16,BC,0.686439471
4592,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",Left Front,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,96,BC,0.283317351
4593,5-25-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,16,BC,0.509567702
4594,5-25-2017,Rural,12th Pass,"₹ 1,50,000 & above",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,20,Male,17,Gen,0.227398774
4595,5-25-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,43,Male,2,Gen,1.605496674
4596,5-25-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",JD(U),Did not vote,Somewhat Dissatisfied,Can’t say,35,Male,28,Gen,0.148681754
4597,5-25-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Fully Dissatisfied,Fully Dissatisfied,24,Male,30,EBC,0.705007896
4598,5-25-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,20,Male,130,Gen,0.073243695
4599,5-25-2017,Rural,Professional Education,"₹ 20,000 - ₹ 30,000",RJD,LJP,Somewhat Satisfied,Fully Dissatisfied,36,Male,16,Gen,0.475452834
4600,5-25-2017,Rural,Professional Education,"₹ 20,000 - ₹ 30,000",Plurals,Did not vote,Fully Dissatisfied,Fully Dissatisfied,27,Male,128,BC,0.509567702
